"chr","startwin","endwin","Nb_SNPs_Win","Prop_Win_Total","NbSNPWinPvalueInf05","NbSNPWinPvalueInf01","NbSNPWinPvalueInf001","SNPswithoutpvalues","PropSNPWinPvalueInf05","PropSNPWinPvalueInf01","PropSNPWinPvalueInf001"
6,51000001,5.2e+07,103,0.00225941606159651,6,3,2,7,0.0625,0.03125,0.0208333333333333
6,52000001,5.3e+07,265,0.00581306074100072,20,6,2,12,0.0790513833992095,0.0237154150197628,0.00790513833992095
6,53000001,5.4e+07,190,0.00416785487090618,8,1,0,12,0.0449438202247191,0.00561797752808989,0
6,54000001,5.5e+07,215,0.00471625682760436,17,8,3,19,0.086734693877551,0.0408163265306122,0.0153061224489796
6,55000001,5.6e+07,229,0.00502336192335534,10,1,0,19,0.0476190476190476,0.00476190476190476,0
6,56000001,5.7e+07,206,0.00451883212319302,12,7,4,12,0.0618556701030928,0.0360824742268041,0.0206185567010309
6,57000001,5.8e+07,202,0.00443108781012131,14,4,0,23,0.0782122905027933,0.0223463687150838,0
6,58000001,5.9e+07,250,0.00548401956698182,10,3,0,16,0.0427350427350427,0.0128205128205128,0
6,59000001,6e+07,240,0.00526465878430254,17,6,2,10,0.0739130434782609,0.0260869565217391,0.00869565217391304
6,60000001,6.1e+07,303,0.00664663171518196,31,16,8,9,0.105442176870748,0.054421768707483,0.0272108843537415
6,61000001,6.2e+07,276,0.00605435760194792,32,13,5,16,0.123076923076923,0.05,0.0192307692307692
6,62000001,6.3e+07,359,0.00787505209818589,44,24,7,24,0.13134328358209,0.0716417910447761,0.0208955223880597
6,63000001,6.4e+07,197,0.00432140741878167,27,12,2,20,0.152542372881356,0.0677966101694915,0.0112994350282486
6,64000001,6.5e+07,187,0.0041020466361024,28,17,8,14,0.161849710982659,0.0982658959537572,0.046242774566474
6,65000001,6.6e+07,217,0.00476012898414022,30,13,1,8,0.143540669856459,0.062200956937799,0.00478468899521531
6,66000001,6.7e+07,258,0.00565950819312523,29,8,1,20,0.121848739495798,0.0336134453781513,0.00420168067226891
6,67000001,6.8e+07,117,0.00256652115734749,13,1,0,4,0.115044247787611,0.00884955752212389,0
7,1,1e+06,161,0.00353170860113629,7,2,0,15,0.0479452054794521,0.0136986301369863,0
7,1000001,2e+06,162,0.00355364467940422,7,3,1,28,0.0522388059701493,0.0223880597014925,0.00746268656716418
7,2000001,3e+06,157,0.00344396428806458,10,6,2,35,0.0819672131147541,0.0491803278688525,0.0163934426229508
7,3000001,4e+06,154,0.0033781560532608,4,1,0,17,0.0291970802919708,0.0072992700729927,0
7,4000001,5e+06,182,0.00399236624476276,8,3,0,24,0.0506329113924051,0.0189873417721519,0
7,5000001,6e+06,158,0.00346590036633251,7,1,1,13,0.0482758620689655,0.00689655172413793,0.00689655172413793
7,6000001,7e+06,153,0.00335621997499287,10,4,1,8,0.0689655172413793,0.0275862068965517,0.00689655172413793
7,7000001,8e+06,143,0.0031368591923136,6,1,1,6,0.0437956204379562,0.0072992700729927,0.0072992700729927
7,8000001,9e+06,136,0.00298330664443811,14,5,0,7,0.108527131782946,0.0387596899224806,0
7,9000001,1e+07,143,0.0031368591923136,16,5,1,4,0.115107913669065,0.0359712230215827,0.00719424460431655
7,10000001,1.1e+07,139,0.00304911487924189,3,0,0,9,0.0230769230769231,0,0
7,11000001,1.2e+07,195,0.00427753526224582,12,4,2,10,0.0648648648648649,0.0216216216216216,0.0108108108108108
7,12000001,1.3e+07,125,0.00274200978349091,7,1,0,8,0.0598290598290598,0.00854700854700855,0
7,13000001,1.4e+07,128,0.00280781801829469,3,2,1,12,0.0258620689655172,0.0172413793103448,0.00862068965517241
7,14000001,1.5e+07,99,0.0021716717485248,7,3,0,8,0.0769230769230769,0.032967032967033,0
7,15000001,1.6e+07,164,0.00359751683594007,7,3,3,24,0.05,0.0214285714285714,0.0214285714285714
7,16000001,1.7e+07,48,0.00105293175686051,3,0,0,12,0.0833333333333333,0,0
7,17000001,1.8e+07,112,0.00245684076600785,2,0,0,12,0.02,0,0
7,18000001,1.9e+07,62,0.00136003685261149,5,1,0,5,0.087719298245614,0.0175438596491228,0
7,19000001,2e+07,108,0.00236909645293614,8,1,0,14,0.0851063829787234,0.0106382978723404,0
7,20000001,2.1e+07,63,0.00138197293087942,5,1,0,4,0.0847457627118644,0.0169491525423729,0
7,21000001,2.2e+07,111,0.00243490468773993,9,3,1,9,0.0882352941176471,0.0294117647058824,0.00980392156862745
7,22000001,2.3e+07,90,0.00197424704411345,7,2,0,2,0.0795454545454545,0.0227272727272727,0
7,23000001,2.4e+07,61,0.00133810077434356,6,1,0,7,0.111111111111111,0.0185185185185185,0
7,24000001,2.5e+07,51,0.00111873999166429,6,1,1,0,0.117647058823529,0.0196078431372549,0.0196078431372549
7,25000001,2.6e+07,76,0.00166714194836247,9,4,2,7,0.130434782608696,0.0579710144927536,0.0289855072463768
7,26000001,2.7e+07,96,0.00210586351372102,14,6,1,6,0.155555555555556,0.0666666666666667,0.0111111111111111
7,27000001,2.8e+07,78,0.00171101410489833,12,7,1,2,0.157894736842105,0.0921052631578947,0.0131578947368421
7,28000001,2.9e+07,79,0.00173295018316625,6,2,2,3,0.0789473684210526,0.0263157894736842,0.0263157894736842
7,29000001,3e+07,94,0.00206199135718516,12,5,0,4,0.133333333333333,0.0555555555555556,0
7,30000001,3.1e+07,74,0.00162326979182662,3,0,0,6,0.0441176470588235,0,0
7,31000001,3.2e+07,50,0.00109680391339636,4,2,0,4,0.0869565217391304,0.0434782608695652,0
7,32000001,3.3e+07,94,0.00206199135718516,6,4,2,5,0.0674157303370786,0.0449438202247191,0.0224719101123595
7,33000001,3.4e+07,106,0.00232522429640029,3,1,0,12,0.0319148936170213,0.0106382978723404,0
7,34000001,3.5e+07,129,0.00282975409656262,11,2,0,12,0.094017094017094,0.0170940170940171,0
7,35000001,3.6e+07,100,0.00219360782679273,4,0,0,9,0.043956043956044,0,0
7,36000001,3.7e+07,88,0.0019303748875776,6,3,1,4,0.0714285714285714,0.0357142857142857,0.0119047619047619
7,37000001,3.8e+07,62,0.00136003685261149,6,3,0,6,0.107142857142857,0.0535714285714286,0
7,38000001,3.9e+07,63,0.00138197293087942,11,4,0,1,0.17741935483871,0.0645161290322581,0
7,39000001,4e+07,153,0.00335621997499287,10,1,1,2,0.0662251655629139,0.00662251655629139,0.00662251655629139
7,40000001,4.1e+07,47,0.00103099567859258,7,1,0,3,0.159090909090909,0.0227272727272727,0
7,41000001,4.2e+07,53,0.00116261214820014,9,6,1,3,0.18,0.12,0.02
7,42000001,4.3e+07,59,0.00129422861780771,7,1,0,3,0.125,0.0178571428571429,0
7,43000001,4.4e+07,37,0.000811634895913309,6,2,0,1,0.166666666666667,0.0555555555555556,0
7,44000001,4.5e+07,50,0.00109680391339636,7,6,2,7,0.162790697674419,0.13953488372093,0.0465116279069767
7,45000001,4.6e+07,36,0.000789698817645381,4,2,1,2,0.117647058823529,0.0588235294117647,0.0294117647058824
7,46000001,4.7e+07,70,0.00153552547875491,1,0,0,4,0.0151515151515152,0,0
7,47000001,4.8e+07,42,0.000921315287252945,2,1,0,3,0.0512820512820513,0.0256410256410256,0
7,48000001,4.9e+07,61,0.00133810077434356,3,2,0,5,0.0535714285714286,0.0357142857142857,0
7,49000001,5e+07,58,0.00127229253953978,2,0,0,9,0.0408163265306122,0,0
7,50000001,5.1e+07,24,0.000526465878430254,0,0,0,2,0,0,0
7,51000001,5.2e+07,7,0.000153552547875491,1,0,0,1,0.166666666666667,0,0
7,52000001,5.3e+07,49,0.00107486783512844,2,0,0,5,0.0454545454545455,0,0
7,53000001,5.4e+07,46,0.00100905960032465,3,1,0,5,0.0731707317073171,0.024390243902439,0
7,54000001,5.5e+07,57,0.00125035646127185,9,4,0,7,0.18,0.08,0
7,55000001,5.6e+07,53,0.00116261214820014,5,1,0,4,0.102040816326531,0.0204081632653061,0
7,56000001,5.7e+07,22,0.0004825937218944,2,0,0,4,0.111111111111111,0,0
7,57000001,5.8e+07,86,0.00188650273104174,6,3,0,3,0.072289156626506,0.036144578313253,0
7,58000001,5.9e+07,34,0.000745826661109527,7,2,0,2,0.21875,0.0625,0
7,59000001,6e+07,93,0.00204005527891724,9,3,0,1,0.0978260869565217,0.0326086956521739,0
7,60000001,6.1e+07,50,0.00109680391339636,4,2,0,2,0.0833333333333333,0.0416666666666667,0
7,61000001,6.2e+07,44,0.000965187443788799,6,1,0,4,0.15,0.025,0
7,62000001,6.3e+07,14,0.000307105095750982,1,1,0,0,0.0714285714285714,0.0714285714285714,0
7,63000001,6.4e+07,67,0.00146971724395113,5,1,1,7,0.0833333333333333,0.0166666666666667,0.0166666666666667
7,64000001,6.5e+07,104,0.00228135213986444,11,2,0,1,0.106796116504854,0.0194174757281553,0
7,65000001,6.6e+07,61,0.00133810077434356,1,1,0,10,0.0196078431372549,0.0196078431372549,0
